gene	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC
CASP7	0	0	0	0	0	0	0	0	4.07307	0	0	0	0	0	8.11031	0	0	0	0	0	0	0	3.55022	0	0	0	0	0	0	5.6944	0	0	0
RPL23A	3.80812	6.33718	1.19948	5.1315399	7.84625	5.55127	7.07615	6.7326	10.236327	6.384542	11.08095	0	14.161303	12.481873	11.1915	10.09421	8.8356	0.350489	6.08258	7.246197	6.81494	11.9457	11.5266064	5.568941	0.172424	0.495803	5.24619	6.848891	2.931161	0.3289387	4.544409	5.066771731	5.27278
DNAJB1	0	0	0	5.66234	0.398087	1.10035	0	1.52338	0.699529	0	0	0	0.37379	3.51501	0	0	1.65815	0	0	0	0	0	0	0	0	7.97682	0.870392	2.62526	0	4.24176	0	0	2.19668
ZNF367	3.1849	3.956345	0	8.356434	2.118468	4.9484309	5.522815	1.7353716	6.4940168	6.027275	9.95812	2.89269	6.96113	2.7094	4.1294392	4.903067	10.446286	2.26339	2.3585321	1.39422	0.753196	1.93046	1.53374	3.627831	3.822534	20.734618	0.2572777	1.5974101	2.657749553	0.824379	4.731203	1.050612	3.841947
IER2	5.551919	13.27845014	10.196838	9.980084	9.186686	9.282497	5.610664	9.715958	14.70556	5.916067	11.58433903	12.425095	24.636487	23.913007	33.144626	28.111721	37.191817	20.450072	12.97070393	15.4249057	12.862857	9.74434	23.1816886	32.465317	0.303506	2.7120889	10.308237	8.476493	13.677074	22.546953	8.4486577	12.75374813	7.59276
ACHE	0	0	0	0	0	0	4.49596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM7	22.91456	21.0023	33.03277778	40.01616	37.33383756	18.66695	30.61678	27.093903	15.30363	23.697323	21.70150079	22.14494	44.837202	34.2361	28.81639706	27.1141	48.6229	10.6555	13.31912	11.877685	7.570762036	22.826154	23.9369	14.82528	1.996293	14.58394	16.833954	19.75067	27.619928	26.2961	22.91889	14.23287	13.98392001
ZNF584	2.75241	4.0396	4.05689	3.77657	4.02124	3.89033	5.60157	4.20919	6.59608	1.60509	3.53226	4.2635	3.8955	1.42153	0.888462	3.13058	0.595617	0.338777	1.16083	2.40589	1.62651	2.39758	0.299141	1.20747	2.35498	3.64006	1.85883	3.3115	4.69082	2.25268	3.18926	2.87529	1.92392
PC	26.66569	23.749974	8.533730511	13.5343	23.02661	15.05418	28.5332	19.66083	12.6278302	17.211514	16.117869	13.50739737	65.66419	19.1703	21.6713	18.8234	21.99432	5.94965	172.441	118.886	139.248	35.3533	18.88936	61.24679	279.6302	132.058811	116.7820123	103.212	94.17711	95.391226	99.54833216	61.64578	37.1646
LINC00174	1.22561	2.65302	2.90303	3.00376	3.30682	2.10478	1.34673	2.41787	3.29345	1.53613	0.567244	0.368023	6.43456	2.13179	5.91353	3.54474	5.49442	1.57935	5.93823	3.30322	3.84658	2.45445	1.43508	4.01027	7.75624	0.983243	6.69318	8.80827	13.2619	4.19464	3.41492	0.380499	0.990617
C8A	146.5997	89.18408	136.40157	151.2681427	96.14227	109.36291	164.07963	169.2435	144.2428	127.99527	145.20113	196.52121	187.33066	134.65047	113.63662	100.37144	150.60457	22.772193	57.45722	84.78749	66.27483	70.519357	77.03623	82.70416	7.561758	31.27797	87.636995	87.714813	76.50804	109.68029	84.82057	78.33385	92.1986
BLVRB	0	0	0	0	0	0	0	0	0	0	0	0.91651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP2	54.37869	30.29714	28.70977	17.95952	26.71659	24.31043	19.42647	17.59989367	19.372011	21.28422	15.13671	18.993889	33.31824	21.53464	18.09127	26.97447	23.65771	35.79429	80.96993	58.36343	57.48385	34.6634	37.08405	52.33664	48.30421	27.93546	41.82688	43.2764	33.7769	43.693997	40.70769	41.52558178	33.83371
MIR3663HG	1.879276	0.47063	4.337285	0.12971	0.286023	0.486221	0.145827	0.158714	1.484642	0.332354	4.073262	0.900467	0.622635	0.150092	0.203592	0.0401283	0.10463	0.0538097	0.603674	3.427887	0.0543815	2.418201	4.522998003	0.142165	0.396983	0.146964	0.218747	0.122487	0	0.0721844	0.355729	1.965613	0.0537227
MRPS2	12.9129866	11.231268	22.018521	19.252373	23.818178	22.38092	26.712674	18.3123976	19.483576	16.042808	23.275961	36.651542	53.994027	27.379319	31.22883	15.03648	22.247772	5.3677865	10.779822	18.047729	24.127151	36.293846	31.8182	18.692735	3.222644	14.31732647	21.5796919	24.289994	28.788062	27.900601	23.035406	13.36498	21.12052
SCGB2B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12423	0	0	0	0	0	0	0
LINC00371	3.7773273	1.8332603	1.138732	0.7956989	1.312996	0.633019	1.13324	1.56309	0.868519	2.1448037	0.9856817	1.965284	2.418318801	4.766308	2.935071	1.3839623	2.3086345	0.915554	21.342032	48.36155103	39.065746	1.505872	0.353403	2.16788	2.098899	1.071306	15.57148539	6.761502	6.743314248	11.358508	10.37455401	14.24843	6.846735
ERCC8	0	0	0	0.0759673	0	0	0.124645	0.0780266	0	0.0726674	0	0	0.195105	0.161768	0	0	0	0	0	0.0689915	0.138135	0.117687	0.432999	0	0.215687	0.196881	0	0.163575	0.0960203	0	0	0	0
RNLS	0	0	0	0	0	0	0	0	0	0	0	0	0.04333	0	0	0	0	0	0	0.589924	0.427624	0	0	0	0	0	0	0	0.366361	0	0	0	0
JAK2	0.564394	0.938117	0.222146	0	0.961723	2.0591	0.965136	1.06366	0.422625	1.1843	0.897604	0.855484	2.46726	0.197785	0.427004	0.986568	0.432928	0.416582	4.83956	2.22619	0.214416	0.610818	0.208886	1.16645	1.77799	6.39831	0.45081	1.10317	0	0.15181	0.20753	0.620911	1.32545
CASP2	4.307127	0	0	3.66053	0	1.642278	1.701705	0	1.532872	1.58738	0.155083	0	2.472628	3.0225054	1.905819	0	0.320267	0.23432	7.8210586	4.573032	1.9534207	0.800665	0	4.823569	1.680022	1.282026	2.837191	0	0.7047318	0	0.876435	0.599935024	0.357035
PCYT1A	74.547613	114.56916	95.31059343	73.26226	99.13944	81.07031	81.72574181	96.53885001	121.7833509	85.38019	77.52973	92.43361	96.158935	70.5315038	78.95281	71.82481003	74.534573	31.418112	72.51801	93.922246	97.189599	94.75728	47.8027903	55.118976	67.943267	85.317882	81.92816003	73.8938155	60.55563	87.00492205	91.270941	66.853593	67.65886762
NUTM1	0	13.6066	2.27692	8.35128	0	10.5422	16.4935	4.22063	0	0	30.7877	0	8.44476	2.49037	2.15428	0	0	0	0	0	0	0	0	2.5521	0	0	7.56776	0	0	6.8311	0	4.95538	0
RAB40A	39.783567	87.849872	63.954808	78.14258	77.891337	82.15005494	74.87225395	78.82174	81.343167	93.47416	72.942522	86.427565	69.752979	51.61943813	79.1955247	62.88146201	61.50405	27.662354	57.65429	52.322485	54.75924048	120.67873	56.8072876	47.91433211	73.654245	94.436098	51.41217	54.574235	54.61756837	52.946793	41.403059	39.4681547	55.70049402
A2ML1	29.727649	50.1063301	37.834477	46.5437416	44.872328	40.39640439	41.676683	39.90129475	42.925273	46.962983	47.48964504	38.383387	45.43712822	38.51743229	44.223838	31.298154	31.47699245	8.121733143	27.37828034	23.466156	24.47439409	44.31112	26.28095	25.132065	23.873038	38.719133	20.99426192	22.589878	33.55257	30.870154	24.47498828	27.050597	31.501151
ZNF830	27.051415	22.337053	14.376462	12.2304	26.621278	24.241887	22.136166	17.737056	19.158335	18.01984	20.361692	20.93730978	25.75486	16.979283	15.567992	13.476827	8.723129	5.959392	13.83508	23.52761223	15.69019701	23.314974	9.58298	16.893012	27.48569	24.126947	13.584946	25.494888	25.737949	18.237	21.996999	21.979565	19.976361
TIMM10	3.229806	2.1719359	0.7546703	1.7658745	1.501889	1.4074818	1.09130899	0.735885	0.815580985	1.0666183	0.1583159	0.52106381	3.596721	3.0465093	1.581002263	0.506388798	1.7629747	0.62914595	2.5725734	1.7622031	0.64705988	2.349149701	0.0760732	2.35528324	0.77606646	2.980677	0.24989065	7.02470814	3.037463272	0.334557	0.6366809	0.7510473	2.4428885
TMEM41B	0.182743	0.289024	0.213514	0.10051	0.237879	0.292639	0.219855	0.174082	0.421654	0.164776	0.0707103	0.28389	0.292655	0.311005	0.691762	0.263737	0.162578	0	0.303954	0.133226	0.253122	0.161173	0.191718	0.11883	0.253655	0.189728	0.0216786	0	0.301452	0.217606	0	0.0666501	0.423754
CDIP1	0.573511	0.0751206	0.33572	0.352155	0.0734179	0.247868	0.645805	0.419651	0.523787	0.367094	0.455896	0.190997	0.185582	0.314744	0.272418	0.786901	0.576476	0	0.336624	0.0698671	0.420757	0.605704	0	0.124845	0.44372	0.478336	0.663288	0.864357	0.393872	0.342239	0.193728	0.177111	0.504577
COL24A1	0	0.135347	0	0	0	0	0	0	0	0	0	0.0642504	0.181519	0	0.424603	0	0	0	0	0	0	0	0	0	0	0	0.0730013	0	0	0.327474	0	0.199428	0.596298
SPATA21	0	2.26442	0	0	0	0	2.68843	0	5.763	2.15616	0	5.49893	2.06743	2.53118	0	1.85113	4.1515	0	8.17302	8.97574	0	2.11383	0	2.09026	5.27815	0	0	0	1.38685	0	2.18756	0	0
SEC61A2	2.338875	4.5098747	0.495234363	1.0271235	0	0.8422922	0.7847169	0.345758	1.1623726	0.3731423	0.380463	0.74645281	2.9173711	2.4948663	1.862236087	0.4114344	2.9842235	0.9366398	4.1320794	3.7256809	1.574825	1.527212	0.0760732	3.70361184	0.993635255	3.001235755	0.76679965	6.771758	4.009905807	0.685636	1.2450399	1.6827715	0.441941596
LINC00838	0.182743	0.289024	0.213514	0.10051	0.237879	0.292639	0.219855	0.174082	0.421654	0.164776	0.0707103	0.28389	0.292655	0.311005	0.691762	0.263737	0.162578	0	0.303954	0.133226	0.253122	0.161173	0.191718	0.11883	0.253655	0.189728	0.0216786	0	0.301452	0.217606	0	0.0666501	0.423754
LOXL4	0	0	0	0.6247214	0	0.223664	0.582333	0	0	0	0	0	0	0	0	0.120293	0.396734	0	0	0.370977	0	0.740336	0.234836	0	0.0620169	0	0	0	0.991932	0.192222	0.0743739	0.0951672	0
PUS7L	0.5901708	0.3456245	0.75064	0	0.3023679	3.2600597	2.5158721	0.9740274	1.7688321	0.054202	1.9875699	1.8103993	4.110274405	2.74562	0.14013	0.584761	0	0	0	0	0.224828	0.0181933	0	0.680468	0.8179392	3.400088	0.6944463	4.4932611	4.328114	0.6154984	1.48752	0.808887	1.902867
G6PD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-25	80.828287	134.39082	95.94917	106.27899	109.36004	101.11444	90.9338	100.54922	108.54346	112.36631	94.200069	103.13381	116.51404	89.88098	120.45691	97.61165	115.10142	23.415645	80.80537	79.47786	77.16453	122.21169	92.7919	70.505795	68.61562	112.66932	69.07481	74.171621	67.13546	81.93094	67.798057	68.80901	69.79216
BCAS1	1.55806	0.668991	1.22505	3.9226	1.59208	1.96019	2.20786	0.873483	1.10865	2.68131	0.118403	0.678963	3.64283	2.64719	2.44306	2.48608	0.824723	1.19882	4.52712	3.05394	4.68918	2.08248	1.5037	1.94729	7.74366	3.7774	1.51841	2.65302	3.53917	3.1265	3.35691	1.78226	1.04946
GPAT4	1.54429	1.19080008	1.113930184	0.444307641	3.34083	1.07103581	0.890428748	1.664498426	2.337214804	0.897125296	0.510639011	3.79528622	4.722856	0	0	0.317932714	0	0.17539263	0.326662	1.445120015	0	1.490462007	1.005227661	0	0	0.516362007	1.5681163	1.866154003	3.166231697	0.144127535	2.27247824	0.775148937	3.80508
DCC	8.897065	21.74802202	13.72494532	15.874775	20.372855	9.1159914	10.615271	10.73734	9.248413013	15.013466	7.49709	19.434875	55.08118	5.320911	1.1808037	0.61846	2.70555	2.79516217	1.172748	1.3236866	0.54595404	20.009801	43.23093	2.197847	0.2327959	4.770887	8.49603	6.504153176	11.41464276	6.55897	7.847591447	6.241670689	4.30356
UBAP2	2.613082	4.128146	6.322414	9.826509	5.571709	5.071559	4.4084258	3.43311728	6.109586	6.2992314	4.986909	6.8282772	16.13047	1.2442132	1.535976	2.090157	3.305361	0.346857	1.0083	1.1517805	0.338097	6.179260089	13.821555	0.951307	0.930863	1.774652	3.715668	4.734839	3.833709	2.8681206	4.984722	2.9931513	3.423131
IPP	1.1745799	5.36471	3.488944	2.822837	4.971269	10.19398	5.282819	5.7688899	4.3164184	4.117958	4.301564	7.11393	15.36706	3.84472	0.973571	0.928495	0.440666	0.6183034	1.5249	1.02871	0.168128	7.798896	10.023124	1.19343	0.707486	1.46224	3.631346902	2.814118	2.54753	2.461041	2.485845	4.350643	2.825539
GIN1	36.482078	31.74471	28.125704	29.925594	30.712861	26.99775	24.079852	25.838422	34.680959	34.067839	24.239567	29.666152	46.40597	16.857441	29.125628	27.637086	20.52748	15.9337834	34.91217427	30.074243	45.605413	38.099782	63.333093	47.592682	36.483757	32.28972763	30.014932	36.939762	45.54561	34.05186588	36.2263681	35.9618	34.55329
LINC00959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLEU1	47.4618	36.0636	48.6728	49.558	48.9425	35.553	59.7252	40.839	48.4082	31.4977	40.6965	38.7563	51.5944	31.5734	39.3347	28.8829	51.8509	10.6195	31.2923	52.2788	32.846	40.7297	117.648	39.9089	13.6187	42.1119	41.1982	43.8489	48.81117	44.0546	32.7645	33.0448	28.7062
LOC100506142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.9534	0	0	0	0	0	0	0	0
ANXA13	8.362727016	5.557205006	11.97839903	19.356625	10.79395341	13.87513382	17.903854	17.45448652	17.28624	11.338419	13.606918	12.52529	15.9636554	15.15907521	14.262887	2.95412789	11.755085	2.553792	9.53402824	8.915161	13.246393	10.062413	26.81139847	22.114602	27.893126	10.1996134	11.271262	8.169262	23.692505	11.23579	8.843164	6.344102	15.95578
SNORD116-23	0	0	0	0.120988	0	0	0	0	0	0.92028	0.606254	0	1.47777	0	0.981829	0	0	0.200327	0	0	0	0	0	0	0	0.00842962	0.0715507	0	0	0	0.185525	0	0
AGAP4	6.682082	4.136516	4.144924	3.554993	2.588692	7.019309	5.568007	5.60655	7.095624	2.81757	3.414917	5.601723	4.497073	4.715681	2.691499	0.992077	4.809727	0.785966	3.296377	4.046372	7.528678	4.775938	24.84913	7.108981	26.83374	4.313954	5.271674	2.975489	7.370074	5.237344	2.566928	3.414283	4.975965
NEXN	205.750656	150.63879	138.46887	171.80255	131.76767	217.585842	187.702134	227.42362	229.776004	160.59208	178.263023	206.779852	103.15473	140.79832	143.84454	107.834937	213.48422	14.926952	147.20842	168.55625	111.36491	126.88871	136.217678	112.39589	490.491683	165.02508	139.546072	150.347686	177.255735	165.462157	159.923707	172.429937	143.346945
AGR2	9.480179	0.5727937	2.981471	1.004338	1.650601	0.745075	0.7504315	0.629402	0.8765724	0.932773	1.57042	0.5126698	4.341123	3.60398	4.08732	3.245295	8.538971	1.1118906	9.375933	28.401954	18.75501	1.360177	78.59626	1.4006196	2.943338	1.677312	6.674861	3.217921	4.216769	2.223359	3.2110786	6.568389	4.981975
LOC642366	0.174409	0	0	0	0	0	0	0	0	0	0	0	0	2.20428	4.49899	5.19716	6.43693	0	0	0	0	0	4.3588	0	0	0	0.371128	1.04021	0	0	0	0	3.28122
CTNNA2	5.60338	13.319	16.7246	15.0334	14.0908	18.1725	14.6653	12.4748	13.9728	13.5866	13.6263	12.2095	22.0194	16.8617	14.4479	9.26208	14.6255	3.76374	15.3161	11.3437	11.468	17.2111	15.0235	8.27933	19.1843	29.1664	9.26435	9.37423	5.68791	7.10377	6.36009	7.58905	11.7227
SCPEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893642	0.0773997	0.652782207	0.186689	0.0760631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257187	0
KLHL28	0	0	0	0	0	0	0	0	0	0	0.181586	0	0.16288	0	1.71609	0	0	0	0	0	0	0.133366	0.136068	0	0	0	0	0.246974	0	0	0	0.114085	0
ROR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8369	1.85163	0	0	0	0	3.43022	0	0	0	0	0	0	0	0	0	0
POLB	3.14304	0	0	0	0	0	0	0	0	0	0	0	0	5.24688	10.7472	4.68803	15.1333	0	0	0	0	0	3.10461	0.271882	0	0	2.29752	0.938192	0	0	1.74424	0	0.925902
GTF2IP20	0.13276	0	0	0	0	0	0	0	0	0	0	0	0	0.873793	4.2008419	1.490843	2.1245	0.2706169	0	0	0	0	0	0	0	0	0	0	0	0	0.179384	0	0.990596
CRYBB3	5449.7998	256.58371	9.75735	105.3963	215.82743	17.8263	112.549	119.69626	42.277	11.8457	37.852	10.6722	2136.20115	7105.3419	7190.197	6605.2221	8537.6995	118.89	4269.67481	6630.2649	2685.61981	182.55288	5024.2239	15690.0736	201.861	27.0006	3468.9282	3086.2846	2623.1331	3202.86837	2640.94	4588.88	3381.5166
KANSL2	2.86892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38603	0.896981	0	0.797106	2.65942	1.78107	0	0	2.41538	0	0	2.41635	0	0	0	0.865003	3.16772	0
SMIM17	876.358	43.5156	1.67727	16.7265	36.89	1.44755	18.7443	14.897	3.07784	2.18262	3.86712	1.91509	74.7828	297.261	261.837	276.656	319.563	9.2868	191.661	307.883	133.382	15.1435	206.576	709.33	2.99674	3.17467	219.434	693.693	634.212	159.239	273.025	241.228	196.536
FAM117B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD27	137.97899	66.7203	0.985801	27.09349	49.76575	2.501414	20.264045	16.51624	5.200838	5.576692	4.63104	1.444109	105.33734	464.94546	398.90235	401.39062	474.326	10.84261	235.26593	420.13617	189.70758	29.74735	275.70003	976.06469	5.171493	1.454997	187.27949	95.540323	70.63502	219.27224	79.76393	255.05405	225.55404
LOC401312	1954.64	371.569	12.306	155.269	322.544	19.7637	132.34	112.093	39.6112	16.8115	49.9711	6.01142	586.861	2569.54	2238.31	2295.79	2674.5	70.8746	1393.9	2470.61	1088.72	147.009	1542.53	5450.97	20.6004	9.96758	1139.13	1058.72	978.607	1235.63	795.995	1497.59	1053.16
SLC28A1	172.74098	14.188827	4.979327	6.825705	10.109552	5.863157	7.200203	4.790611	5.822888	1.602154	4.832525	3.535348	27.631007	363.00352	384.77113	363.74208	446.40833	9.290014	21.000194	105.54897	59.26236	13.594206	125.302362	1039.27872	6.202185	2.81696	53.59533	239.286801	227.13505	59.3385	103.804502	73.47486	198.5383
MAP3K3	336.90842	62.52400536	1.327938	25.442609	40.16633	3.353796202	26.90345012	30.707295	13.81484889	5.365625238	8.425923	0.548608	137.87706	1229.2145	1302.85975	1348.44988	1597.10835	10.572735	355.9004152	555.25083	243.42182	33.672314	464.45823	2554.200998	4.556422423	2.759139661	412.5904401	628.033129	292.995308	315.88123	300.55835	301.725629	265.1331008
RYR2	30.1137	0	0	0	0	0	0	0.420072	0	0	0	0	0.820539	14.5149	13.317	9.25853	20.3202	0	11.6225	11.957	9.44236	0	3.87781	35.4658	0	0	10.2916	51.8015	14.5064	4.09629	12.8158	13.0763	21.8715
NME5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF583	0.151812	0.783211	0.23211	0	0.269677	0.841832	0.721506	0	0.769078	0	0	0.314122	0.443464	0.642888	5.978421	0.441236	5.995291	0	0.416126	0.233461	0.234902	0.395133	0.201848	0.21258	0	0.335635	0.163357	0.575695	0.161294	0.16337	0	0.346728	0.487517
HBB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745899	0	0	0	0	0	0	0	0	0
LOC440461	11.8139	3.27159	0.087951	0.289716	2.55313	0.11317	1.54938	0.808632	0.264008	0.6468	0.252611	0	5.61745	112.912	107.195	109.228	132.831	3.54582	9.49486	43.1	26.5141	1.80335	38.7647	331.068	0.770609	0.125168	17.4878	1.76108	4.18615	20.5596	5.92913	11.4087	10.2488
PRKCD	0	0	0	0	0	0	0	0	0	0	8.63892	0	0	0	0	0	0	0	0	0	0	0	6.54782	0	0	0	0	0	0	0	0	0	0
HCG23	30.32724	4.748234	0.524172	4.178705	1.92371	2.083128	3.001439	2.0704923	1.24308	1.426083	1.076439	0.153917	15.877754	195.567554	198.8473	186.75127	233.19453	1.875445	46.763291	64.372472	35.04153	4.150626	69.219409	360.54815	0.531855	0.70637	44.372623	0.806208	18.89586	51.08011	19.315877	44.47674432	39.70687
C19orf18	44.0473	1.00869	3.428003	1.688258	1.896368	1.804163	3.232482	2.267125	0.665088	1.936137	2.54733	0.717659	5.6863	533.83432	423.9763	317.99007	414.10512	5.642184	2.926434	2.15574	5.52794	2.564315	7.648052	52.84684	0.488254	4.039568	44.83544	89.73857	38.25563	38.291922	46.14691494	24.03163	50.30560003
CENPT	27.6348	2.91935	6.28458	3.11735	3.07309	0.595625	1.5821	3.17229	2.0166	2.39328	0.0635543	2.75578	6.08276	10.3685	13.3684	12.9345	15.4908	9.08545	3.60894	4.43405	9.78385	3.63931	21.8615	13.6902	1.13604	0.941079	27.8866	0.00201651	16.0331	9.76256	18.1323	7.80484	15.2441
TAGLN2	32.556497	71.33013001	47.01131	38.157	59.20137	72.99828	45.59642001	48.4571	42.3757	49.951423	47.41353311	35.29289	13.06252317	36.12138	35.19677	39.136236	25.18854	10.79018	28.4657807	35.716602	52.87186	71.81142	39.024	37.03899	84.27868	54.5101	28.11595	38.97557	36.68359	21.05538	47.65539	22.296578	22.010885
KIAA1524	354.717	563.2167	339.23096	394.9742	455.3111	334.9854	435.3504	428.3112	449.134504	312.21393	340.6914	302.2615	243.13101	341.41688	333.1273	351.32498	524.02911	112.1948	276.9584	391.512893	327.73066	338.13911	335.4875	247.377392	498.11303	283.9932	409.14164	349.25719	397.51926	397.84188	373.27632	334.6529	356.55562
TMEM18	183.77929	221.7116	220.23478	188.54787	234.77717	193.95108	216.77016	184.81221	257.85237	144.460906	189.97055	192.90265	95.402274	270.00158	211.48475	201.29017	259.06811	38.936801	131.01929	161.68354	177.71037	236.41041	102.71364	154.52596	319.92599	184.24729	170.81189	196.76697	208.88133	205.22609	224.3299315	175.85124	160.83819
ZNF720	173.62942	244.0941	205.56071	273.67749	260.24669	141.10035	242.19093	269.717	252.22188	166.26191	204.56285	148.85185	79.36137	142.731	227.6165	199.99941	303.7823	47.96601	115.99851	235.93915	218.03359	220.37163	129.4021	128.94873	339.21837	183.59839	269.730756	213.17396	195.38589	223.30102	157.8441	156.426187	165.847625
LOC101927460	148.72586	331.4796	238.1089	212.1243	274.0963	210.0067	222.9587	242.34998	265.1669	261.055	230.7462	136.29991	91.60378	136.0212	213.2548	197.42607	261.6083	119.04069	154.46398	137.32589	155.2699	313.0268	317.66665	170.16394	529.7	209.0805	323.5349	192.0818	214.96708	182.46744	187.25449	182.14874	141.08238
AP1AR	1.0208	6.24229	6.70317	2.2658	10.88181	4.03129	7.5306	4.01206	6.84883	3.11789	4.84568	2.06193	1.3995	1.46813	1.17802	1.39998	4.57133	0.144368	1.61859	2.95721	3.31492	4.39264	0	0.273563	9.72263	3.03309	3.09657	1.22242	6.39463	6.10051	3.25421	4.45576	7.27792
RPS17	0	6.84644	0	0	14.2548	0	0	6.17793	0	0	0	0	0	5.65108	0	0	0	0	17.2873	0	0	5.27644	0	22.454	0	8.94697	21.8174	19.7689	0	4.44899	0	0	0
C6orf89	497.72531	34.72666	27.531789	41.68826	33.35871	5.0522346	14.2317	11.446933	10.58434301	3.774397552	6.037771	12.829474	188.58502	1125.11282	828.12593	815.66859	1062.73816	6.9288024	588.616	456.68251	188.904656	40.13594006	776.42072	1313.48481	36.54782	4.04247649	369.91314	386.14846	306.03573	320.72622	284.31244	372.77646	317.33846
SCML1	0	0	0	0	0	0	0	0	0	1.60534	0	0	0	0.771341	0	0	0	0	0	0	0	0	0	0.738144	0	0	0	0	0	0.533686	0	0	0
RASGEF1B	459.993843	72.163496	16.74039	70.6265	56.17351	8.576787	44.332662	33.742343	15.250939	7.200231	11.06573	9.50492	326.866796	876.99421	696.40527	649.34087	906.093071	34.648182	375.57876	417.995877	155.72552	41.21652	570.540609	1221.15784	22.402969	10.99205	339.34853	347.49214	255.071655	239.21262	205.73603	437.1973	401.9994
B4GALNT2	231.498006	315.9073684	276.046019	274.227453	265.344199	263.447983	239.874802	190.543133	244.5204634	291.738906	224.247812	192.806018	200.573491	207.359704	169.3576422	170.952577	183.738291	90.112826	180.96543	153.628264	175.244027	315.5643	255.5807213	192.122188	219.871584	239.594103	134.880282	149.630982	179.38223	181.686828	153.656806	205.613811	135.225613
C1orf234	0	0	0	2.99511	0	1.10832	0	0	0	0.963837	0	0	0	0	0.911756	0	0	1.31524	0	0	0.918076	0	0	0.830072	0	0	1.86743	0	0	0	0	0	0
WDR12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRKH	48.60426	16.71922	0.245203	7.12986	11.117863	1.23238	8.08375	3.8783	0.197918	2.794849	1.492447	2.565506	60.120278	211.80355	214.48705	177.48717	174.65761	2.716468	9.450533	37.94454	14.74866	2.20771	198.93648	226.25105	0.511331	0.671479	27.264546	40.9558	26.272376	23.18728	39.703844	23.814797	57.8290655
LRP12	1406.2842	395.621	103.852437	293.05681	314.797116	50.161714	122.55334	127.6764	160.12844	41.140964	106.91569	44.251282	476.31042	1656.8674	1920.46918	1684.616	2087.99054	65.40697	899.27238	2229.00881	1329.46207	217.1578	1471.6274	3939.8753	21.01003	16.067102	879.57639	816.50867	759.65511	848.38452	665.34972	1210.87327	771.2502
LOC101929653	821.946274	456.03791	90.544969	243.176953	437.4644	43.320723	147.406283	145.961541	118.720834	45.17324033	89.679829	35.091145	427.02496	1635.583709	1708.96912	1637.79658	2371.262787	31.845646	525.73927	1269.949859	620.98505	200.148789	934.965704	3454.48277	12.733332	8.97204	632.253929	741.95647	582.468778	691.6160224	459.778765	873.09341	669.45179
SLC26A6	21.489	0.673317	2.45696	0	1.36553	0	0	0	0	1.93778	0	0	2.84204	32.0963	32.403	11.4793	14.8964	0	6.60856	5.50414	8.58428	2.58358	13.1895	39.0041	0.63624	0	11.79	6.21616	3.35661	3.01007	4.77895	10.122	15.8705
TRIP10	0	0	0	0	0	0	0	0	0	0	0	0	1.48161	2.50975	3.38726	2.30767	0.686342	0	0	0	0.226086	0	2.54605	2.26128	0	0	0	2.13238	0	0.320968	0.219519	0	1.63213
TTTY15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
